Suburb,Postcode,Level,School,approx,dist_m,dist_m_round,label,Rcodes_list,Top_rcode,Top_rcode_pct,in_bushfire_prone,pct_overlap
Bull Creek,6149,Secondary,Rossmoyne SHS,FALSE,,,"Rossmoyne SHS, Applecross SHS",R20 (12.2%),R20,12.2,TRUE,18.8586646
Bull Creek,6149,Secondary,Rossmoyne Senior High School,FALSE,,,Rossmoyne Senior High School,R20 (12.2%),R20,12.2,TRUE,18.8586646
Bull Creek,6149,Secondary,Willeton SHS,FALSE,,,"Willeton SHS, Leeming SHS",R20 (12.2%),R20,12.2,TRUE,18.8586646
Bull Creek,6149,Secondary,Willeton Senior High School,FALSE,,,Willeton Senior High School,R20 (12.2%),R20,12.2,TRUE,18.8586646
Bullsbrook,6084,Primary,Dianella Heights Primary School,TRUE,16167.11572,16167,Dianella Heights Primary School (approx ~16167 m),"R15 (0.1%), R20/35 (0.0%), R20 (0.0%)",R15,0.1,TRUE,72.90637319
Bullsbrook,6084,Secondary,John Forrest Secondary College,TRUE,17874.23133,17874,John Forrest Secondary College (approx ~17874 m),"R15 (0.1%), R20/35 (0.0%), R20 (0.0%)",R15,0.1,TRUE,72.90637319
Burns Beach,6028,Primary,Balcatta PS,TRUE,18444.10875,18444,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~18444 m)","R20 (2.9%), R40 (0.1%)",R20,2.9,TRUE,64.93333158
Burns Beach,6028,Primary,Osborne PS,TRUE,18444.10875,18444,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~18444 m)","R20 (2.9%), R40 (0.1%)",R20,2.9,TRUE,64.93333158
Burns Beach,6028,Primary,West Balcatta PS,TRUE,18444.10875,18444,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~18444 m)","R20 (2.9%), R40 (0.1%)",R20,2.9,TRUE,64.93333158
Burns Beach,6028,Secondary,Duncraig Senior High School,TRUE,7570.738793,7571,Duncraig Senior High School (approx ~7571 m),"R20 (2.9%), R40 (0.1%)",R20,2.9,TRUE,64.93333158
Burswood,6100,Primary,East Victoria Park Primary School,FALSE,,,East Victoria Park Primary School,"R-AC0 (17.3%), R40 (3.1%), R60 (1.3%)",R-AC0,17.3,TRUE,0.828388416
Burswood,6100,Primary,Lathlain Primary School,FALSE,,,Lathlain Primary School,"R-AC0 (17.3%), R40 (3.1%), R60 (1.3%)",R-AC0,17.3,TRUE,0.828388416
Burswood,6100,Primary,Victoria Park Primary School,FALSE,,,Victoria Park Primary School,"R-AC0 (17.3%), R40 (3.1%), R60 (1.3%)",R-AC0,17.3,TRUE,0.828388416
Burswood,6100,Secondary,John Forrest Secondary College,TRUE,170.734174,171,John Forrest Secondary College (approx ~171 m),"R-AC0 (17.3%), R40 (3.1%), R60 (1.3%)",R-AC0,17.3,TRUE,0.828388416
Bushmead,6055,Primary,Bayswater Primary School,TRUE,7704.436044,7704,Bayswater Primary School (approx ~7704 m),,,,TRUE,97.68183352
Bushmead,6055,Secondary,John Forrest Secondary College,TRUE,6250.072209,6250,John Forrest Secondary College (approx ~6250 m),,,,TRUE,97.68183352
Butler,6036,Secondary,Duncraig Senior High School,TRUE,15989.24455,15989,Duncraig Senior High School (approx ~15989 m),"R20 (26.8%), R60 (7.6%), R30 (6.3%), R40 (2.0%), R80 (0.1%)",R20,26.8,TRUE,12.06372459
Byford,6122,Secondary,Leeming Senior High School,TRUE,16668.13419,16668,Leeming Senior High School (approx ~16668 m),"R20 (1.7%), R10 (1.2%), R2.5 (1.0%), R5 (1.0%), R2 (0.4%), R30 (0.3%), R40 (0.0%)",R20,1.7,TRUE,76.79279211
Calista,6167,Secondary,Leeming Senior High School,TRUE,17423.8753,17424,Leeming Senior High School (approx ~17424 m),,,,TRUE,43.53545764
Camillo,6111,Primary,Lathlain Primary School,TRUE,13968.25294,13968,Lathlain Primary School (approx ~13968 m),"R15/40 (7.7%), R25/60 (0.9%)",R15/40,7.7,TRUE,24.47555679
Camillo,6111,Secondary,Willeton Senior High School,TRUE,10485.75983,10486,Willeton Senior High School (approx ~10486 m),"R15/40 (7.7%), R25/60 (0.9%)",R15/40,7.7,TRUE,24.47555679
Canning Mills,6111,Primary,Lathlain Primary School,TRUE,11162.08211,11162,Lathlain Primary School (approx ~11162 m),,,,TRUE,98.09537825
Canning Mills,6111,Secondary,Como Secondary College,TRUE,11504.01448,11504,Como Secondary College (approx ~11504 m),,,,TRUE,98.09537825
Canning Vale,6155,Primary,Manning Primary School,TRUE,4175.637679,4176,Manning Primary School (approx ~4176 m),"R20 (2.3%), R60 (0.5%), R40 (0.4%), R80 (0.3%), R30 (0.0%)",R20,2.3,TRUE,29.94649478
Canning Vale,6155,Secondary,Leeming Senior High School,FALSE,,,Leeming Senior High School,"R20 (2.3%), R60 (0.5%), R40 (0.4%), R80 (0.3%), R30 (0.0%)",R20,2.3,TRUE,29.94649478
Canning Vale,6155,Secondary,Willeton Senior High School,FALSE,,,Willeton Senior High School,"R20 (2.3%), R60 (0.5%), R40 (0.4%), R80 (0.3%), R30 (0.0%)",R20,2.3,TRUE,29.94649478
Cannington,6107,Primary,Lathlain Primary School,TRUE,980.8487653,981,Lathlain Primary School (approx ~981 m),"R40 (5.2%), R30 (1.4%), R60 (1.4%)",R40,5.2,TRUE,15.8166356
Cannington,6107,Secondary,Como Secondary College,TRUE,191.3498438,191,Como Secondary College (approx ~191 m),"R40 (5.2%), R30 (1.4%), R60 (1.4%)",R40,5.2,TRUE,15.8166356
Carabooda,6033,Secondary,Duncraig Senior High School,TRUE,19303.08194,19303,Duncraig Senior High School (approx ~19303 m),,,,TRUE,67.95706531
Cardup,6122,Secondary,Leeming Senior High School,TRUE,18652.75853,18653,Leeming Senior High School (approx ~18653 m),,,,TRUE,99.98296631
Carine,6020,Primary,Balcatta PS,TRUE,2564.669417,2565,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~2565 m)",,R20,,TRUE,26.45168121
Carine,6020,Primary,Osborne PS,TRUE,2564.669417,2565,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~2565 m)",,R20,,TRUE,26.45168121
Carine,6020,Primary,West Balcatta PS,TRUE,2564.669417,2565,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~2565 m)",,R20,,TRUE,26.45168121
Carine,6020,Secondary,Balcatta SHS,FALSE,,,"Carine SHS, Balcatta SHS",,R20,,TRUE,26.45168121
Carine,6020,Secondary,Carine SHS,FALSE,,,"Carine SHS, Balcatta SHS",,R20,,TRUE,26.45168121
Carine,6020,Secondary,Carine Senior High School,FALSE,,,Carine Senior High School,,R20,,TRUE,26.45168121
Carlisle,6101,Primary,Carlisle Primary School,FALSE,,,Carlisle Primary School,"R30 (32.2%), R-AC4 (0.6%), R-AC0 (0.3%), R60 (0.1%)",R30,32.2,FALSE,0
Carlisle,6101,Primary,East Victoria Park Primary School,FALSE,,,East Victoria Park Primary School,"R30 (32.2%), R-AC4 (0.6%), R-AC0 (0.3%), R60 (0.1%)",R30,32.2,FALSE,0
Carlisle,6101,Primary,Lathlain Primary School,FALSE,,,Lathlain Primary School,"R30 (32.2%), R-AC4 (0.6%), R-AC0 (0.3%), R60 (0.1%)",R30,32.2,FALSE,0
Carlisle,6101,Secondary,Como Secondary College,TRUE,1877.545792,1878,Como Secondary College (approx ~1878 m),"R30 (32.2%), R-AC4 (0.6%), R-AC0 (0.3%), R60 (0.1%)",R30,32.2,FALSE,0
Carmel,6076,Primary,Lathlain Primary School,TRUE,11630.20006,11630,Lathlain Primary School (approx ~11630 m),,R20,,TRUE,99.50771413
Carmel,6076,Secondary,Como Secondary College,TRUE,12396.25169,12396,Como Secondary College (approx ~12396 m),,R20,,TRUE,99.50771413
Carramar,6031,Primary,Dianella Heights Primary School,TRUE,18431.46338,18431,Dianella Heights Primary School (approx ~18431 m),"R30 (0.6%), R2 (0.4%), R40 (0.2%)",R30,0.6,TRUE,74.20857068
Carramar,6031,Secondary,Duncraig Senior High School,TRUE,9184.806107,9185,Duncraig Senior High School (approx ~9185 m),"R30 (0.6%), R2 (0.4%), R40 (0.2%)",R30,0.6,TRUE,74.20857068
Casuarina,6167,Secondary,Leeming Senior High School,TRUE,15292.63776,15293,Leeming Senior High School (approx ~15293 m),,R20,,TRUE,95.34532413
Caversham,6055,Primary,Embleton Primary School,TRUE,4024.948591,4025,Embleton Primary School (approx ~4025 m),R20 (0.6%),R20,0.6,TRUE,33.95644165
Caversham,6055,Secondary,John Forrest Secondary College,TRUE,2125.451558,2125,John Forrest Secondary College (approx ~2125 m),R20 (0.6%),R20,0.6,TRUE,33.95644165
Champion Lakes,6111,Primary,Lathlain Primary School,TRUE,13264.67722,13265,Lathlain Primary School (approx ~13265 m),,R20,,TRUE,83.29613291
Champion Lakes,6111,Secondary,Leeming Senior High School,TRUE,9691.946216,9692,Leeming Senior High School (approx ~9692 m),,R20,,TRUE,83.29613291
Churchlands,6018,Primary,Balcatta PS,TRUE,1808.3129,1808,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~1808 m)",,R20,,TRUE,15.49457715
Churchlands,6018,Primary,Osborne PS,TRUE,1808.3129,1808,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~1808 m)",,R20,,TRUE,15.49457715
Churchlands,6018,Primary,West Balcatta PS,TRUE,1808.3129,1808,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~1808 m)",,R20,,TRUE,15.49457715
Churchlands,6018,Secondary,Churchlands Senior High School,FALSE,,,Churchlands Senior High School,,R20,,TRUE,15.49457715
City Beach,6015,Primary,Balcatta PS,TRUE,3872.062937,3872,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~3872 m)",R12.5 (2.4%),R12.5,2.4,TRUE,64.64350663
City Beach,6015,Primary,Osborne PS,TRUE,3872.062937,3872,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~3872 m)",R12.5 (2.4%),R12.5,2.4,TRUE,64.64350663
City Beach,6015,Primary,West Balcatta PS,TRUE,3872.062937,3872,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~3872 m)",R12.5 (2.4%),R12.5,2.4,TRUE,64.64350663
City Beach,6015,Secondary,Churchlands Senior High School,FALSE,,,Churchlands Senior High School,R12.5 (2.4%),R12.5,2.4,TRUE,64.64350663
City Beach,6015,Secondary,Shenton College,FALSE,,,Shenton College,R12.5 (2.4%),R12.5,2.4,TRUE,64.64350663
Claremont,6010,Primary,South Perth Primary School,TRUE,4695.370685,4695,South Perth Primary School (approx ~4695 m),"R20 (14.2%), R30 (9.5%), R15/20 (4.3%), R25 (3.9%), R40 (3.6%), R15 (1.1%), R30/40 (0.7%), R60 (0.2%), R50 (0.1%), R12.5 (0.0%), R160 (0.0%), R10 (0.0%)",R20,14.2,TRUE,4.931369765
Claremont,6010,Secondary,Shenton College,FALSE,,,Shenton College,"R20 (14.2%), R30 (9.5%), R15/20 (4.3%), R25 (3.9%), R40 (3.6%), R15 (1.1%), R30/40 (0.7%), R60 (0.2%), R50 (0.1%), R12.5 (0.0%), R160 (0.0%), R10 (0.0%)",R20,14.2,TRUE,4.931369765
Clarkson,6030,Secondary,Duncraig Senior High School,TRUE,10714.8326,10715,Duncraig Senior High School (approx ~10715 m),"R20 (35.4%), R30 (5.9%), R40 (3.4%), R60 (0.4%), R80 (0.2%)",R20,35.4,TRUE,16.27298898
Cloverdale,6105,Primary,Carlisle Primary School,FALSE,,,Carlisle Primary School,"R20 (16.8%), R20/40 (8.3%), R20/50/100 (5.2%)",R20,16.8,TRUE,6.336213982
Cloverdale,6105,Primary,Rivervale Primary School,FALSE,,,Rivervale Primary School,"R20 (16.8%), R20/40 (8.3%), R20/50/100 (5.2%)",R20,16.8,TRUE,6.336213982
Cloverdale,6105,Secondary,John Forrest Secondary College,TRUE,2006.735497,2007,John Forrest Secondary College (approx ~2007 m),"R20 (16.8%), R20/40 (8.3%), R20/50/100 (5.2%)",R20,16.8,TRUE,6.336213982
Cockburn Central,6164,Primary,Manning Primary School,TRUE,8599.602945,8600,Manning Primary School (approx ~8600 m),"R40 (4.0%), R20 (0.1%)",R40,4,TRUE,59.09192414
Cockburn Central,6164,Secondary,Leeming Senior High School,TRUE,2502.025502,2502,Leeming Senior High School (approx ~2502 m),"R40 (4.0%), R20 (0.1%)",R40,4,TRUE,59.09192414
Como,6152,Primary,Collier PS,FALSE,,,"Kensington PS, South Perth PS, Collier PS","R-AC0 (1.3%), R50 (0.2%)",R-AC0,1.3,TRUE,0.103629209
Como,6152,Primary,Collier Primary School,FALSE,,,"Collier Primary School, Curtin Primary School","R-AC0 (1.3%), R50 (0.2%)",R-AC0,1.3,TRUE,0.103629209
Como,6152,Primary,Collier Primary School,FALSE,,,Collier Primary School,"R-AC0 (1.3%), R50 (0.2%)",R-AC0,1.3,TRUE,0.103629209
Como,6152,Primary,Como Primary School,FALSE,,,Como Primary School,"R-AC0 (1.3%), R50 (0.2%)",R-AC0,1.3,TRUE,0.103629209
Como,6152,Primary,Curtin PS,FALSE,,,"Curtin PS, Manning PS","R-AC0 (1.3%), R50 (0.2%)",R-AC0,1.3,TRUE,0.103629209
Como,6152,Primary,Curtin Primary School,FALSE,,,Curtin Primary School,"R-AC0 (1.3%), R50 (0.2%)",R-AC0,1.3,TRUE,0.103629209
Como,6152,Primary,Curtin Primary School,FALSE,,,"Collier Primary School, Curtin Primary School","R-AC0 (1.3%), R50 (0.2%)",R-AC0,1.3,TRUE,0.103629209
Como,6152,Primary,Kensington PS,FALSE,,,"Kensington PS, South Perth PS, Collier PS","R-AC0 (1.3%), R50 (0.2%)",R-AC0,1.3,TRUE,0.103629209
Como,6152,Primary,Kensington Primary School,FALSE,,,Kensington Primary School,"R-AC0 (1.3%), R50 (0.2%)",R-AC0,1.3,TRUE,0.103629209
Como,6152,Primary,Manning PS,FALSE,,,"Curtin PS, Manning PS","R-AC0 (1.3%), R50 (0.2%)",R-AC0,1.3,TRUE,0.103629209
Como,6152,Primary,Manning Primary School,FALSE,,,Manning Primary School,"R-AC0 (1.3%), R50 (0.2%)",R-AC0,1.3,TRUE,0.103629209
Como,6152,Primary,Millen Primary School,FALSE,,,Millen Primary School,"R-AC0 (1.3%), R50 (0.2%)",R-AC0,1.3,TRUE,0.103629209
Como,6152,Primary,South Perth PS,FALSE,,,"Kensington PS, South Perth PS, Collier PS","R-AC0 (1.3%), R50 (0.2%)",R-AC0,1.3,TRUE,0.103629209
Como,6152,Primary,South Perth Primary School,FALSE,,,South Perth Primary School,"R-AC0 (1.3%), R50 (0.2%)",R-AC0,1.3,TRUE,0.103629209
Como,6152,Secondary,Como Secondary College,FALSE,,,Como Secondary College,"R-AC0 (1.3%), R50 (0.2%)",R-AC0,1.3,TRUE,0.103629209
Como,6152,Secondary,Como Secondary College,FALSE,,,"Como Secondary College, Kent St SHS","R-AC0 (1.3%), R50 (0.2%)",R-AC0,1.3,TRUE,0.103629209
Como,6152,Secondary,Kent St SHS,FALSE,,,"Como Secondary College, Kent St SHS","R-AC0 (1.3%), R50 (0.2%)",R-AC0,1.3,TRUE,0.103629209
Connolly,6027,Primary,Balcatta PS,TRUE,14616.08371,14616,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~14616 m)","R20 (12.4%), R40 (1.8%)",R20,12.4,TRUE,17.90692798
Connolly,6027,Primary,Osborne PS,TRUE,14616.08371,14616,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~14616 m)","R20 (12.4%), R40 (1.8%)",R20,12.4,TRUE,17.90692798
Connolly,6027,Primary,West Balcatta PS,TRUE,14616.08371,14616,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~14616 m)","R20 (12.4%), R40 (1.8%)",R20,12.4,TRUE,17.90692798
Connolly,6027,Secondary,Duncraig Senior High School,TRUE,4449.312628,4449,Duncraig Senior High School (approx ~4449 m),"R20 (12.4%), R40 (1.8%)",R20,12.4,TRUE,17.90692798
Coogee,6166,Primary,Manning Primary School,TRUE,11023.34029,11023,Manning Primary School (approx ~11023 m),,R20,,TRUE,72.65755071
Coogee,6166,Secondary,Frenantle College,TRUE,4173.760906,4174,"John Curtin College of the Arts, Melville SHS, Frenantle College (approx ~4174 m)",,R20,,TRUE,72.65755071
Coogee,6166,Secondary,John Curtin College of the Arts,TRUE,4173.760906,4174,"John Curtin College of the Arts, Melville SHS, Frenantle College (approx ~4174 m)",,R20,,TRUE,72.65755071
Coogee,6166,Secondary,Melville SHS,TRUE,4173.760906,4174,"John Curtin College of the Arts, Melville SHS, Frenantle College (approx ~4174 m)",,R20,,TRUE,72.65755071
Coolbellup,6163,Primary,Manning Primary School,TRUE,6219.841361,6220,Manning Primary School (approx ~6220 m),"R30 (10.2%), R40 (7.1%), R60 (6.7%), R50 (0.4%), R80 (0.1%)",R30,10.2,TRUE,30.51830511
Coolbellup,6163,Secondary,Melville Senior High School,FALSE,,,Melville Senior High School,"R30 (10.2%), R40 (7.1%), R60 (6.7%), R50 (0.4%), R80 (0.1%)",R30,10.2,TRUE,30.51830511
Coolbinia,6050,Primary,Coolbinia PS,FALSE,,,"Coolbinia PS, Kyilla PS","R30/40 (0.9%), R20 (0.7%)",R30/40,0.9,FALSE,0
Coolbinia,6050,Primary,Coolbinia PS,FALSE,,,"Tuart Hill PS, Coolbinia PS, Kyilla PS","R30/40 (0.9%), R20 (0.7%)",R30/40,0.9,FALSE,0
Coolbinia,6050,Primary,Coolbinia Primary School,FALSE,,,Coolbinia Primary School,"R30/40 (0.9%), R20 (0.7%)",R30/40,0.9,FALSE,0
Coolbinia,6050,Primary,Kyilla PS,FALSE,,,"Coolbinia PS, Kyilla PS","R30/40 (0.9%), R20 (0.7%)",R30/40,0.9,FALSE,0
Coolbinia,6050,Primary,Kyilla PS,FALSE,,,"Tuart Hill PS, Coolbinia PS, Kyilla PS","R30/40 (0.9%), R20 (0.7%)",R30/40,0.9,FALSE,0
Coolbinia,6050,Primary,Tuart Hill PS,FALSE,,,"Tuart Hill PS, Coolbinia PS, Kyilla PS","R30/40 (0.9%), R20 (0.7%)",R30/40,0.9,FALSE,0
Coolbinia,6050,Secondary,Bob Hawke College,FALSE,,,"Bob Hawke College, Dianella Secondary College","R30/40 (0.9%), R20 (0.7%)",R30/40,0.9,FALSE,0
Coolbinia,6050,Secondary,Dianella Secondary College,FALSE,,,"Bob Hawke College, Dianella Secondary College","R30/40 (0.9%), R20 (0.7%)",R30/40,0.9,FALSE,0
Coolbinia,6050,Secondary,Mount Lawley Senior High School,FALSE,,,Mount Lawley Senior High School,"R30/40 (0.9%), R20 (0.7%)",R30/40,0.9,FALSE,0
Cottesloe,6011,Primary,South Perth Primary School,TRUE,7289.414925,7289,South Perth Primary School (approx ~7289 m),"R20 (13.1%), R30 (2.7%), R60 (0.9%), R50 (0.3%), R20/60 (0.2%)",R20,13.1,TRUE,1.745190629
Cottesloe,6011,Secondary,Shenton College,FALSE,,,Shenton College,"R20 (13.1%), R30 (2.7%), R60 (0.9%), R50 (0.3%), R20/60 (0.2%)",R20,13.1,TRUE,1.745190629
Craigie,6025,Primary,Balcatta PS,TRUE,9618.671387,9619,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~9619 m)","R20/40 (10.1%), R20 (5.8%), R40 (0.2%), R30 (0.1%), R25 (0.1%)",R20/40,10.1,TRUE,50.96877565
Craigie,6025,Primary,Osborne PS,TRUE,9618.671387,9619,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~9619 m)","R20/40 (10.1%), R20 (5.8%), R40 (0.2%), R30 (0.1%), R25 (0.1%)",R20/40,10.1,TRUE,50.96877565
Craigie,6025,Primary,West Balcatta PS,TRUE,9618.671387,9619,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~9619 m)","R20/40 (10.1%), R20 (5.8%), R40 (0.2%), R30 (0.1%), R25 (0.1%)",R20/40,10.1,TRUE,50.96877565
Craigie,6025,Secondary,Duncraig Senior High School,TRUE,38.74500354,39,Duncraig Senior High School (approx ~39 m),"R20/40 (10.1%), R20 (5.8%), R40 (0.2%), R30 (0.1%), R25 (0.1%)",R20/40,10.1,TRUE,50.96877565
Crawley,6009,Primary,South Perth Primary School,TRUE,1774.32748,1774,South Perth Primary School (approx ~1774 m),,R80,,TRUE,6.380263961
Crawley,6009,Secondary,Shenton College,FALSE,,,Shenton College,,R80,,TRUE,6.380263961
Cullacabardee,6067,Primary,Morley Primary School,TRUE,4223.384389,4223,Morley Primary School (approx ~4223 m),,,,TRUE,98.67202884
Cullacabardee,6067,Secondary,John Forrest Secondary College,TRUE,5940.437379,5940,John Forrest Secondary College (approx ~5940 m),,,,TRUE,98.67202884
Currambine,6028,Primary,Balcatta PS,TRUE,16416.65324,16417,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~16417 m)","R20 (15.1%), R80 (4.5%), R40 (2.3%), R20/40 (0.4%)",R20,15.1,TRUE,14.78459308
Currambine,6028,Primary,Osborne PS,TRUE,16416.65324,16417,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~16417 m)","R20 (15.1%), R80 (4.5%), R40 (2.3%), R20/40 (0.4%)",R20,15.1,TRUE,14.78459308
Currambine,6028,Primary,West Balcatta PS,TRUE,16416.65324,16417,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~16417 m)","R20 (15.1%), R80 (4.5%), R40 (2.3%), R20/40 (0.4%)",R20,15.1,TRUE,14.78459308
Currambine,6028,Secondary,Duncraig Senior High School,TRUE,5906.183925,5906,Duncraig Senior High School (approx ~5906 m),"R20 (15.1%), R80 (4.5%), R40 (2.3%), R20/40 (0.4%)",R20,15.1,TRUE,14.78459308
Daglish,6008,Primary,South Perth Primary School,TRUE,3126.057536,3126,South Perth Primary School (approx ~3126 m),"R15 (8.9%), R60 (7.8%), R100 (5.6%), R20 (2.1%), R80 (1.6%)",R15,8.9,TRUE,4.602038505
Daglish,6008,Secondary,Bob Hawke College,FALSE,,,"Shenton College, Bob Hawke College","R15 (8.9%), R60 (7.8%), R100 (5.6%), R20 (2.1%), R80 (1.6%)",R15,8.9,TRUE,4.602038505
Daglish,6008,Secondary,Shenton College,FALSE,,,Shenton College,"R15 (8.9%), R60 (7.8%), R100 (5.6%), R20 (2.1%), R80 (1.6%)",R15,8.9,TRUE,4.602038505
Daglish,6008,Secondary,Shenton College,FALSE,,,"Shenton College, Bob Hawke College","R15 (8.9%), R60 (7.8%), R100 (5.6%), R20 (2.1%), R80 (1.6%)",R15,8.9,TRUE,4.602038505
Dalkeith,6009,Primary,South Perth Primary School,TRUE,3447.390431,3447,South Perth Primary School (approx ~3447 m),,,,FALSE,0
Dalkeith,6009,Secondary,Shenton College,FALSE,,,Shenton College,,,,FALSE,0
Darch,6065,Primary,Dianella Heights Primary School,TRUE,5186.44465,5186,Dianella Heights Primary School (approx ~5186 m),,,,TRUE,15.01348944
Darch,6065,Secondary,Carine Senior High School,TRUE,4318.839791,4319,Carine Senior High School (approx ~4319 m),,,,TRUE,15.01348944
Darling Downs,6122,Primary,Manning Primary School,TRUE,19051.31224,19051,Manning Primary School (approx ~19051 m),R20 (0.2%),R20,0.2,TRUE,99.0391385
Darling Downs,6122,Secondary,Leeming Senior High School,TRUE,14156.28393,14156,Leeming Senior High School (approx ~14156 m),R20 (0.2%),R20,0.2,TRUE,99.0391385
Darlington,6070,Primary,Bayswater Primary School,TRUE,11723.19003,11723,Bayswater Primary School (approx ~11723 m),"R5 (18.1%), R20 (0.0%)",R5,18.1,TRUE,99.82222445
Darlington,6070,Secondary,John Forrest Secondary College,TRUE,10192.95961,10193,John Forrest Secondary College (approx ~10193 m),"R5 (18.1%), R20 (0.0%)",R5,18.1,TRUE,99.82222445
Dayton,6055,Primary,Morley Primary School,TRUE,6008.471846,6008,Morley Primary School (approx ~6008 m),,,,TRUE,22.48688375
Dayton,6055,Secondary,John Forrest Secondary College,TRUE,5348.09569,5348,John Forrest Secondary College (approx ~5348 m),,,,TRUE,22.48688375
Dianella,6059,Primary,Dianella Heights Primary School,FALSE,,,Dianella Heights Primary School,R-AC0 (0.1%),R-AC0,0.1,TRUE,11.94204667
Dianella,6059,Primary,Inglewood Primary School,FALSE,,,Inglewood Primary School,R-AC0 (0.1%),R-AC0,0.1,TRUE,11.94204667
Dianella,6059,Primary,Morley Primary School,FALSE,,,Morley Primary School,R-AC0 (0.1%),R-AC0,0.1,TRUE,11.94204667
Dianella,6059,Primary,North Morley PS,FALSE,,,"West Morley PS, North Morley PS",R-AC0 (0.1%),R-AC0,0.1,TRUE,11.94204667
Dianella,6059,Primary,Sutherland Dianella Primary School,FALSE,,,Sutherland Dianella Primary School,R-AC0 (0.1%),R-AC0,0.1,TRUE,11.94204667
Dianella,6059,Primary,West Morley PS,FALSE,,,"West Morley PS, North Morley PS",R-AC0 (0.1%),R-AC0,0.1,TRUE,11.94204667
Dianella,6059,Primary,West Morley Primary School,FALSE,,,West Morley Primary School,R-AC0 (0.1%),R-AC0,0.1,TRUE,11.94204667
Dianella,6059,Primary,Yokine Primary School,FALSE,,,Yokine Primary School,R-AC0 (0.1%),R-AC0,0.1,TRUE,11.94204667
Dianella,6059,Secondary,John Forrest Secondary College,FALSE,,,John Forrest Secondary College,R-AC0 (0.1%),R-AC0,0.1,TRUE,11.94204667
Dianella,6059,Secondary,Mount Lawley Senior High School,FALSE,,,Mount Lawley Senior High School,R-AC0 (0.1%),R-AC0,0.1,TRUE,11.94204667
Doubleview,6018,Primary,Balcatta PS,TRUE,1209.59022,1210,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~1210 m)",,R30,,FALSE,0
Doubleview,6018,Primary,Osborne PS,TRUE,1209.59022,1210,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~1210 m)",,R30,,FALSE,0
Doubleview,6018,Primary,West Balcatta PS,TRUE,1209.59022,1210,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~1210 m)",,R30,,FALSE,0
Doubleview,6018,Secondary,Balcatta SHS,FALSE,,,"Churchlands SHS, Balcatta SHS",,R30,,FALSE,0
Doubleview,6018,Secondary,Balcatta SHS,FALSE,,,"Carine SHS, Balcatta SHS",,R30,,FALSE,0
Doubleview,6018,Secondary,Carine SHS,FALSE,,,"Churchlands SHS, Carine SHS",,R30,,FALSE,0
Doubleview,6018,Secondary,Carine SHS,FALSE,,,"Carine SHS, Balcatta SHS",,R30,,FALSE,0
Doubleview,6018,Secondary,Churchlands SHS,FALSE,,,"Churchlands SHS, Balcatta SHS",,R30,,FALSE,0
Doubleview,6018,Secondary,Churchlands SHS,FALSE,,,"Churchlands SHS, Carine SHS",,R30,,FALSE,0
Doubleview,6018,Secondary,Churchlands Senior High School,FALSE,,,Churchlands Senior High School,,R30,,FALSE,0
Duncraig,6023,Primary,Balcatta PS,TRUE,4106.936959,4107,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~4107 m)","R20 (3.1%), R20/40 (0.5%)",R20,3.1,TRUE,9.947783662
Duncraig,6023,Primary,Osborne PS,TRUE,4106.936959,4107,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~4107 m)","R20 (3.1%), R20/40 (0.5%)",R20,3.1,TRUE,9.947783662
Duncraig,6023,Primary,West Balcatta PS,TRUE,4106.936959,4107,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~4107 m)","R20 (3.1%), R20/40 (0.5%)",R20,3.1,TRUE,9.947783662
Duncraig,6023,Secondary,Carine Senior High School,FALSE,,,Carine Senior High School,"R20 (3.1%), R20/40 (0.5%)",R20,3.1,TRUE,9.947783662
Duncraig,6023,Secondary,Duncraig Senior High School,FALSE,,,Duncraig Senior High School,"R20 (3.1%), R20/40 (0.5%)",R20,3.1,TRUE,9.947783662
